Score,Sentiment,Summary,Text,clean_text
5,Positive,Very beautiful and delicious,"I've waited a long time to get this set as it was very expensive when it first came out. It was well worth the wait, actually would've been well worth the cash had I spent it earlier. Amazon has a really low price on this.<br /><br />The clear glass teapot holds about 16oz when full. Each tea flower will make 3 pots. The 3rd pot of tea is as good as the first, the 4th is weak.<br /><br />The tea itself is excellent. Some of the best I've tasted and I'm very particular about the tea I drink. I've been enjoying the variety that came with the pot - haven't found one I've disliked yet and it is fun trying them all.<br /><br />Since you will get about 6 cups of tea with each tea flower - they are all beautiful, I put the teapot on the table while the tea steeps so every can enjoy it. You will want to drink this with family or friends.<br /><br />The whole set comes packaged nicely in a bamboo box that looks handmade. The box is pretty enough to be re-used for something else. The variety of tea is in a smaller bamboo box.<br /><br />If you are looking for Christmas gifts, this would be an awesome one.",ive waited long time get set expensive first came well worth wait actually wouldve well worth cash spent earlier amazon really low price thisthe clear glass teapot hold oz full tea flower make pot rd pot tea good first th weakthe tea excellent best ive tasted im particular tea drink ive enjoying variety came pot havent found one ive disliked yet fun trying allsince get cup tea tea flower beautiful put teapot table tea steep every enjoy want drink family friendsthe whole set come packaged nicely bamboo box look handmade box pretty enough reused something else variety tea smaller bamboo boxif looking christmas gift would awesome one
1,Negative,Awful!,"These just taste awful! Not at all like an authentic chai tea. They are very chemical tasting almost like faux sweetener. I despise aspartame sweetener and this tastes exactly like that except I don't know what is actually in the k cups as I don't recall there being ingredients on the box? If you like fake sweeteners, you'll love these.",taste awful like authentic chai tea chemical tasting almost like faux sweetener despise aspartame sweetener taste exactly like except dont know actually k cup dont recall ingredient box like fake sweetener youll love
5,Positive,The best glaze,"This glaze is delicious. My daughter lives in Italy and sends me PONTI glaze. I was very frustrated when I couldn't buy it here in the USA. So I took and chance and purchased MODENACETI;3 bottles. What a wonderful surprise to read the label and see it is made by PONTI. I have since found MODENACETI at Kroger/Fry's, but the bottles are smaller and more expensive. Thank you AMAZON!",glaze delicious daughter life italy sends ponti glaze frustrated couldnt buy usa took chance purchased modenaceti bottle wonderful surprise read label see made ponti since found modenaceti krogerfrys bottle smaller expensive thank amazon
3,Neutral,Too strong even for me...,"I ordered this because it sounded really strong, Jet Fuel.  And I like my coffee strong.  If you need the get up and go of a jet, then this is for you.  It's even too strong for me.  I can see people enjoying it though, because even with all it's potency, it isn't bitter.",ordered sounded really strong jet fuel like coffee strong need get go jet even strong see people enjoying though even potency isnt bitter
5,Positive,Tastes Great,"We started using this to sweeten our iced tea.  No need to wait for it to dissolve like the tablets and truly zero calories and carbs, unlike the packets.  We even started using it in our baking.  Works great and tastes good as well, no aftertaste.  I would definitely recommend this product to a friend.",started using sweeten iced tea need wait dissolve like tablet truly zero calorie carbs unlike packet even started using baking work great taste good well aftertaste would definitely recommend product friend
5,Positive,Delicious fruit spread,"[...]<br /><br />I first saw this in one of the grocery stores I frequent regularly. When I got it home and used it, it didn't taste like I expected. But it was absolutely delicious, being both tart and sweet,  and I wanted a whole lot more. But, I couldn't find it at either grocery store. So, I searched for it, found it through Amazon. It arrived even earlier than I expected. I love it, when I run out, I will reorder it through Amazon!<br /><br />Carol",first saw one grocery store frequent regularly got home used didnt taste like expected absolutely delicious tart sweet wanted whole lot couldnt find either grocery store searched found amazon arrived even earlier expected love run reorder amazoncarol
5,Positive,Best ever am  good for you pudding!!!!!!!!!!!!!!!!,"The chocolate and vanilla instant puddings are  fabulous. Easy to prepare and great taste. Use any sort of milk,,,,they all work well.",chocolate vanilla instant pudding fabulous easy prepare great taste use sort milkthey work well
5,Positive,"Expensive, but worth it!","This soy sauce is great.  It is really tasty, and is really good for deglazing a pan after making a steak for gravy.",soy sauce great really tasty really good deglazing pan making steak gravy
5,Positive,Splenda Tablets,Ok I dare you to find Splenda Tablets in the grocery store.  I did not even know that they make them.  So easy to carry around for those who like this product and dont want to carry the packets around.,ok dare find splenda tablet grocery store even know make easy carry around like product dont want carry packet around
5,Positive,I love this tea,"I suffer from anxiety and take prescription medication. There are times this tea actually works as well as my medication. It is very calming to me. None of the other flavors work quite as well as this one for me. Unfortunately, it is also one of the hardest flavors to find.",suffer anxiety take prescription medication time tea actually work well medication calming none flavor work quite well one unfortunately also one hardest flavor find
4,Positive,For those who really can't stand the sight of vegetables,"Kraft Mac & Cheese Vegi original tastes like cauliflower.  You can't see it, but it's there.  And it's delicious.  But then, I like vegetables.  In fact, if I was searching for something good to eat, I would probably cook a box of macaroni alongside a pot of ACTUAL vegetables.  I would certainly get more nutrients that way.<br /><br />It seems as if this product is being marketed toward people who don't get enough vegetables in their diet, and therefore need them to be inserted into something they already eat.  Kind of like V8 Splash.  It's good for you, but it doesn't LOOK like it is! Score!!<br /><br />Yet, Vegi Original still tastes very much like vegetables, so unless the SIGHT of veggies is the only thing that offends you, you're not going to be able to get past the cauliflowery taste.<br /><br />Let's face it, Kraft Mac & Cheese (any kind) is delicious, but unless you prepare it with half the butter and non-fat milk, it's really not very good for you.  Even if there IS ""1/2 a serving"" of cauliflower thrown in.  You'd be better off just eating your darn vegetables straight up.<br /><br />But hey, Kraft enthusiasts, give it a try.  You might like it more than the original!  I found them to be pretty equal.  Yum.",kraft mac cheese vegi original taste like cauliflower cant see delicious like vegetable fact searching something good eat would probably cook box macaroni alongside pot actual vegetable would certainly get nutrient wayit seems product marketed toward people dont get enough vegetable diet therefore need inserted something already eat kind like v splash good doesnt look like scoreyet vegi original still taste much like vegetable unless sight veggie thing offends youre going able get past cauliflowery tastelets face kraft mac cheese kind delicious unless prepare half butter nonfat milk really good even serving cauliflower thrown youd better eating darn vegetable straight upbut hey kraft enthusiast give try might like original found pretty equal yum
3,Neutral,Not all bones are equal..,My pup only likes the edible bacon.  She hardly even chews the other two.,pup like edible bacon hardly even chew two
3,Neutral,not that decaffeinated,"I was hoping to find a green tea with very little caffeine; no ""decaffeinated"" tea has no caffeine. This one, however, still made me jittery; I could feel the effects immediately.",hoping find green tea little caffeine decaffeinated tea caffeine one however still made jittery could feel effect immediately
5,Positive,"Taste great, great alternative to fruit snacks","I got these for my 4-year-old, who had become familiar with fruit snacks, which are full of nothing but awful things. She loves them, and so do my husband and I. I don't feel guilty about giving her these as a treat.",got yearold become familiar fruit snack full nothing awful thing love husband dont feel guilty giving treat
2,Negative,I don't wanna lie,"You pay for what you get. This product is Pure CoCoNuT water...It does taste Authentic If that's what you Like But it was not for me. I Love the Vita CoCo though, The mixed drinks are more what I prefer. But I was expecting something a little more pleasant but it's a bit tart and diety?(if that's a word)But It is no doubt good for you and 100% better than Sports as far as Rehydration and Regulation of ur BP.I just don't like the Taste =(",pay get product pure coconut waterit taste authentic thats like love vita coco though mixed drink prefer expecting something little pleasant bit tart dietyif thats wordbut doubt good better sport far rehydration regulation ur bpi dont like taste
5,Positive,"Yummy! Great for dairy free, egg free, soy free!","These are sooo yummy and are made with just a few ingredients, and nothing complicated. I am allergic to dairy, egg and soy, and these are my go to snack to have around for those ""on the go"" moments. I always find that the cherry one is more expensive and gone at the store. Seems to be favorite!",sooo yummy made ingredient nothing complicated allergic dairy egg soy go snack around go moment always find cherry one expensive gone store seems favorite
5,Positive,Good Stuff,"Doing the Low carb thing - kind of stalled so looked at this to help with that (refuse to drink plain water!).  AMAZING how the tiniest little drop in my great big travel mug makes it super sweet! Watch out - you will learn you don't need nearly as much as you might think! I bought both this and the smaller bottles (that have more sweet per drop)... using both for different applications - this one is best when I want less sweet since 1 drop is less intense than with the higher concentration. so, with this I can go 3 drops (when I want it pretty sweet) which would equal about 1.5 drops from the smaller stronger stuff.<br /><br />I'll never no back to sweetner with fillers!",low carb thing kind stalled looked help refuse drink plain water amazing tiniest little drop great big travel mug make super sweet watch learn dont need nearly much might think bought smaller bottle sweet per drop using different application one best want less sweet since drop less intense higher concentration go drop want pretty sweet would equal drop smaller stronger stuffill never back sweetner filler
4,Positive,my son has to have them,Pop Chips are hard to find in the original flavor. So I ordered a whole case. Too bad that they are gone already! My son loves them.,pop chip hard find original flavor ordered whole case bad gone already son love
1,Negative,Comes from so far away,"This product comes to us from the Middle East, which represents so much carbon impact for a food product that gluten-free folks (such as myself) may be purchasing frequently.  There are other gluten-free products made in this country which have similar quality...which is how I'm going to spend my money.",product come u middle east represents much carbon impact food product glutenfree folk may purchasing frequently glutenfree product made country similar qualitywhich im going spend money
4,Positive,Snapea Crisps,I wasn't real sure if I would like baked snapea crisps when a manager brought me a bag. After the first couple I still wasn't sold on them but the more I ate them they are really good baked and lightly salted. Multiple managers and I tried to find these again in our local store and was not successful. One manager was told it was a promotional item to see how well they do and not sure if they would be carrying them. I go to my trusted website Amazon found them and made my purchased. These are healthier and better than reaching for potatoe chips - I purchased these now with my veggie chips in place of regular chips. It took my family time to get use to them but when they ran out of their regular chips then they start eating the snapeas and veggie chips.,wasnt real sure would like baked snapea crisp manager brought bag first couple still wasnt sold ate really good baked lightly salted multiple manager tried find local store successful one manager told promotional item see well sure would carrying go trusted website amazon found made purchased healthier better reaching potatoe chip purchased veggie chip place regular chip took family time get use ran regular chip start eating snapeas veggie chip
4,Positive,Great Halvah,"This is great stuff.  Don't even bother with the small bars, this stuff is the best.",great stuff dont even bother small bar stuff best
5,Positive,great substitute for my favorite potato chip,"just a quick note to let people know this is an excellent tasting, low calorie chip and love ordering these individual sized bags. I'm a 10-year plus Weight Watcher still maintaining my weight loss, and thanks to products like these that do not taste at all like ""diet"" food, I can enjoy all my cravings..one slight problem, my husband loves them too, and so now we have to order more!! :-)",quick note let people know excellent tasting low calorie chip love ordering individual sized bag im year plus weight watcher still maintaining weight loss thanks product like taste like diet food enjoy cravingsone slight problem husband love order
1,Negative,They don't fit!,"Our Senseo makes fine coffee with the standard Melita Pod but these Buzzworthy Pods mostly produce light brown water.  Unless the pod is exactly centered in the holder, water leaks around the edges and very little coffee is produced.",senseo make fine coffee standard melita pod buzzworthy pod mostly produce light brown water unless pod exactly centered holder water leak around edge little coffee produced
5,Positive,Jet Mango Mania is awesome,"Its really good and taste like mango, even the little after bite of a mango.  My customers love it, I think the peach is even a little better.  Only down side is a lot of sugar, but sure taste good and refreshing.",really good taste like mango even little bite mango customer love think peach even little better side lot sugar sure taste good refreshing
5,Positive,Health food!,"Look, I love chips and hate the idea of having to give them up because they are no good for me...these ROCK and are not detrimental. Taste great and a FULL bag are around 300 calories...cannot beat it...these are an integral part of my having dropped 30 lbs in the past 2 1/2 mos...",look love chip hate idea give good methese rock detrimental taste great full bag around caloriescannot beat itthese integral part dropped lb past mo
4,Positive,Yummers!!,"The only thing that I would change about this drink is that I wish it had caffeine in it.<br /><br />However, even though it's caffeine free, it's one of the best grape sodas that I've ever tasted.  (I'm also very picky.)<br /><br />It's crisp, has great grape flaver, has the right amount of fizz.....it really is awesome!  It's also clear (not purple colored).",thing would change drink wish caffeine ithowever even though caffeine free one best grape soda ive ever tasted im also pickyits crisp great grape flaver right amount fizzit really awesome also clear purple colored
5,Positive,Best non-whey non-soy alternative,"Edit: Upgraded to 5-star.  They appear to have changed the recipe, as the last couple containers I have acquired have tasted substantially better! It almost tastes like Swiss Miss cocoa (and while Swiss Miss is not really my idea of great cocoa, for a protein drink mixed with water, that is pretty good!)<br /><br />Summary: This is the best non-whey, non-soy protein I have found, and I would highly recommend it to anyone with soy+whey/dairy sensitivities! I rated this 4 stars, but if you can't have whey, it is definitely a 5-star product.<br /><br />I'm allergic to both whey and soy, which has made finding a good protein supplement quite a pain! I have tried pretty much everything on the market, including a variety of wheat, buckwheat, and brown rice proteins.  If you are looking for the highest quality protein available, you are unfortunately limited to egg, soy, whey, or casein (based upon PDCAAS, the FDA and FAO/WHO's method of determining protein quality), so egg is really preferable to the alternatives.  Fortunately, this is, in terms of consistency, digestibility, and nutritive content (0 fat 0 carbs), and overall flavor, the best of the various proteins I tried.  In case you are wondering, there is no cholesterol in this protein, either.  Texture and overall 'drinkability' are great... I drink it mixed with water with no issues.  Flavor is decent: obviously, none of us are drinking protein powder expecting a gourmet flavor extravaganza.  This protein is decently tasty if you like chocolate (not as good as most whey/casein proteins, but better than almost all non-whey proteins... I tried quite a few of those as well before discovering that I could not tolerate dairy proteins).  Be warned: the vanilla version of this product tastes terrible.  In my opinion, it is barely drinkable.<br /><br />Four stars overall.  If I had no food sensitivities, I might still use this in conjunction with whey protein, but would probably not use it exclusively.<br />Five stars if you can't have whey protein!<br /><br />I hope that this review is helpful!",edit upgraded star appear changed recipe last couple container acquired tasted substantially better almost taste like swiss miss cocoa swiss miss really idea great cocoa protein drink mixed water pretty goodsummary best nonwhey nonsoy protein found would highly recommend anyone soywheydairy sensitivity rated star cant whey definitely star productim allergic whey soy made finding good protein supplement quite pain tried pretty much everything market including variety wheat buckwheat brown rice protein looking highest quality protein available unfortunately limited egg soy whey casein based upon pdcaas fda faowhos method determining protein quality egg really preferable alternative fortunately term consistency digestibility nutritive content fat carbs overall flavor best various protein tried case wondering cholesterol protein either texture overall drinkability great drink mixed water issue flavor decent obviously none u drinking protein powder expecting gourmet flavor extravaganza protein decently tasty like chocolate good wheycasein protein better almost nonwhey protein tried quite well discovering could tolerate dairy protein warned vanilla version product taste terrible opinion barely drinkablefour star overall food sensitivity might still use conjunction whey protein would probably use exclusivelyfive star cant whey proteini hope review helpful
5,Positive,Awesome protein bars!,First time trying these bars - they were packed for a workout camp. I had them early in the mrning befire workouts and they gave me enough energy to do the workouts and be ready for the rest of the morning. Have already re-ordered.,first time trying bar packed workout camp early mrning befire workout gave enough energy workout ready rest morning already reordered
4,Positive,Jack love Yip Yap,"Ours is a rescue dog who is as finicky as we've ever seen... and his breath becomes a problem. Luckily he LOVES Yip Yaps! They are like candy to him and they do give temporary relief of his 'dog-breath'. And our order through Amazon was the least expensive (by far) way to get this product.<br /><br />This product has changed over the years... we don't feel for the better. They used to be denser, crunchier and more to the container. Our dog still enjoys them but does not 'freak out' for them like he used to.",rescue dog finicky weve ever seen breath becomes problem luckily love yip yap like candy give temporary relief dogbreath order amazon least expensive far way get productthis product changed year dont feel better used denser crunchier container dog still enjoys freak like used
5,Positive,excellent coffee,"I will say that I was a bit skeptical when I first got the coffee pods, having tried several, various other pods in the past that were less than what anyone would expect for the price. However, to my pleasant surprise, the Marley Coffee was VERY GOOD. It has a very organic taste to it, with slight floral overtones and a smooth finish, no bitter aftertaste. I use the pods in my SENSEO coffee machine and the pods work quite well with it, producing a glorious crema every time. I would recommend this coffee, especially to owners of the SENSEO. Marley Coffee is good stuff!",say bit skeptical first got coffee pod tried several various pod past less anyone would expect price however pleasant surprise marley coffee good organic taste slight floral overtone smooth finish bitter aftertaste use pod senseo coffee machine pod work quite well producing glorious crema every time would recommend coffee especially owner senseo marley coffee good stuff
5,Positive,Totally addicted to these chips!,"All of their chips are GREAT, but these pepper ones are my absolute favorite. (In order of preference: pepper, regular, barbecue, vinegar - haven't tried garlic.) The flavor reminds me of a baked potato, but spicy (not TOO hot). I can't get enough of them! The bonus is the low fat and calorie count, so I can munch without guilt - what a deal!",chip great pepper one absolute favorite order preference pepper regular barbecue vinegar havent tried garlic flavor reminds baked potato spicy hot cant get enough bonus low fat calorie count munch without guilt deal
3,Neutral,Pretty good for canned!,"I was pleased with the product though it tastes much better than it looks.  It's way better than Chef Boyardee's similar pastas such as raviolli and macaroni and beef and if you like the mini-shells pasta as I do is definitely a winner.<br /><br />It's canned so, of course, it can't compare to home-cooked but is pretty good and makes an excellent quick lunch.  I occassionally even eat it for supper when I don't feel like cooking or ordering out.  I tend to eat more for supper than other meals so will have two with a roll and a glass of milk but it is an enjoyable meal.",pleased product though taste much better look way better chef boyardees similar pasta raviolli macaroni beef like minishells pasta definitely winnerits canned course cant compare homecooked pretty good make excellent quick lunch occassionally even eat supper dont feel like cooking ordering tend eat supper meal two roll glass milk enjoyable meal
5,Positive,packaging,"Even tho the picture on the package looks nothing like the one online the item is the correct one, and i had been looking for this pie filling for a long time. My family are very happy that i can now make them lemon meringue pies again. Have been making pies with this filling for over 50 yrs and still as good as when i first started using it.",even tho picture package look nothing like one online item correct one looking pie filling long time family happy make lemon meringue pie making pie filling yr still good first started using
3,Neutral,"Drinkable, not great","This coffee is ok, but nothing great, at least in my opinion..  I will not throw it away, but neither will I order any more.  It has that sharp aftertaste that I don't care for.  It isn't as strong as I expected it to be, which could be one reason for my disappointment.  If you like mild coffee and just drink coffee for effect this is a decent and well priced product.  I enjoy coffee and drink it for taste as much as effect.  The packets are easy to open, which I appreciate.",coffee ok nothing great least opinion throw away neither order sharp aftertaste dont care isnt strong expected could one reason disappointment like mild coffee drink coffee effect decent well priced product enjoy coffee drink taste much effect packet easy open appreciate
4,Positive,Good price,"I have gotten this product in smaller jars before and was very pleased so to save money I ordered the gallon tub. The coconut oil in the tub seems to have less flavor than the jars or maybe it was that particular batch. I'll know better after I try the next 1 gallon tub. I will order this product again.<br /><br />May 2011, I am half way thru my second gallon of this product and the taste is very good.<br />My only wish now is that it was cold pressed/unheated.",gotten product smaller jar pleased save money ordered gallon tub coconut oil tub seems less flavor jar maybe particular batch ill know better try next gallon tub order product againmay half way thru second gallon product taste goodmy wish cold pressedunheated
5,Positive,"Finally, sardines in mustard worth writing home about!","As a long time fan of Underwood sardines in mustard sauce I have been on a quest to find a replacement since that product was discontinued. I have tried many different brands, and even made my own ""mustard sauce"" varieties with other brands that only came in olive oil. Well, let me tell you... I ordered the King Oscar in Dijon Mustard from Amazon, and THIS is the best match I have found! The dijon mustard is not quite as tart as the mustard sauce in Underwood's brisling sardines, but this product does fill the craving!",long time fan underwood sardine mustard sauce quest find replacement since product discontinued tried many different brand even made mustard sauce variety brand came olive oil well let tell ordered king oscar dijon mustard amazon best match found dijon mustard quite tart mustard sauce underwood brisling sardine product fill craving
5,Positive,condensed chicken broth,"We found the packets ideal for on the road, cooking and just having a mug of chicken soup.  Give it a try.",found packet ideal road cooking mug chicken soup give try
5,Positive,Jet Fuel-fire up the engines!!!!,I have tried all the coffee people bold varieties and I like Black Tiger and Jet Fuel. The Jet fuel is a little smoother and more distinctive in taste. Definitely my favorite!!! You can't go wrong with this coffee & Keurig is so convenient a winning combination.,tried coffee people bold variety like black tiger jet fuel jet fuel little smoother distinctive taste definitely favorite cant go wrong coffee keurig convenient winning combination
5,Positive,The best pasta sauce ever!!!,"This is by far the best pasta / pizza sauce I have ever bought.  Delicious.  Big chunks of tomato, fresh garlic flavor, and nice herbs.  This is so fresh tasting, it tastes like it was JUST made.  This is actually better than anything i could make from scratch.  It's amazing in lasagna too!!!<br /><br />There are however no carrots, as another poster mentioned.  The ingredients are: crushed tomatoes, tomato puree, onions, olive oil, salt, garlic, sugar, parsley, oregano, natural flavour, pepper.",far best pasta pizza sauce ever bought delicious big chunk tomato fresh garlic flavor nice herb fresh tasting taste like made actually better anything could make scratch amazing lasagna toothere however carrot another poster mentioned ingredient crushed tomato tomato puree onion olive oil salt garlic sugar parsley oregano natural flavour pepper
5,Positive,"Good product for protein, fat and carbs",I have been using this product for about it a year.  It is great in protein shakes as well as meal replacements.  It adds the good nutrition that is needed,using product year great protein shake well meal replacement add good nutrition needed
5,Positive,Perfect!!!,This was exactly what I was looking for so that I don't have to use up fridge space for my coffee condiments.  They all came to me with no damage what-so-ever.  Not a single one that I have seen yet has been broken.,exactly looking dont use fridge space coffee condiment came damage whatsoever single one seen yet broken
5,Positive,Excellent Blend,"The Caribou Coffee K-Cup is an excellent blend of strong coffee. It's not for everyone. I'd recommend it to those who like stronger coffees, and even espressos.",caribou coffee kcup excellent blend strong coffee everyone id recommend like stronger coffee even espresso
5,Positive,Awesome food.,"I've been feeding this along with 2 other Natural Balance canned flavors to my 3 cats for about 6 months now and they absolutely love this stuff. I feed the two girls each a half a can in the morning and another in the evening, my 15lb boy I feed 3/4 can twice a day. I also leave them a bowl of Blue Buffalo kibble out to snack on, which honestly they eat very little of and I am thinking of removing it from their diet. They can't wait to dig into the Natural Balance and once the bowl is down they inhale every last bit in less than 5 minutes. Their coats are super soft and shiny and their eyes are bright and shiny as well and they have crazy amounts of energy, annoyingly so at times as they sound like they're going to tear the house down with all the running, jumping and wrestling they do...even my 12 year old calico has developed much more energy and has been participating in the mayhem.",ive feeding along natural balance canned flavor cat month absolutely love stuff feed two girl half morning another evening lb boy feed twice day also leave bowl blue buffalo kibble snack honestly eat little thinking removing diet cant wait dig natural balance bowl inhale every last bit less minute coat super soft shiny eye bright shiny well crazy amount energy annoyingly time sound like theyre going tear house running jumping wrestling doeven year old calico developed much energy participating mayhem
5,Positive,Cheesoning!!! Yummy!,"We are so happy to have found this product.  We have been unable to find it easily in stores, for some reason.  We are set now for quite a while.  Great product, great service.  Thanks.",happy found product unable find easily store reason set quite great product great service thanks
5,Positive,Damn good..,Man this is good stuff. Put it in my post workout shakes and morning oats. The only difference from the regular appears to be the cocoa powder (thinking i could purchase the cocoa powder seperately and save $$) - just a thought. Regardless; good stuff.,man good stuff put post workout shake morning oat difference regular appears cocoa powder thinking could purchase cocoa powder seperately save thought regardless good stuff
1,Negative,"I paid for bones, not broken bones.","When the package arrived, it had lots of packing material inside the box, but the bones were on the very bottom of the box. They were all broken up. The bag should have been placed in the middle of the packing materials for better protection.<br />Not happy at all.",package arrived lot packing material inside box bone bottom box broken bag placed middle packing material better protectionnot happy
5,Positive,Simply Amazing,"I was addicted to the Triscuit Rosemary and Olive Oil for a very long time. That is, up until I tried the Dill Sea Salt and Olive Oil Tricsuits.<br /><br />I will admit that I was uneasy when I first tried a Dill flavored product 10+ years ago. The first dill product I tried was produced by a Canadian company, recommended by a friend I met online living in Alberta, Canada. (I believe the name brand was Old Dutch Dill Pickle Chips.. though I'm not 100% certain) They were excellent, which led me to crave other dill flavored products.<br /><br />The next product was produced by Spitz, which were dill flavored sunflower seeds, marketed by a Dutch family who moved to Ontario, Canada. I'm not sure if anyone reading this has ever had a cheek full of sunflower seeds on one side of their mouth and shells in the other, but if you have, add a dill flavor to it. It however doesn't have a vinegar flavor to it like pickles. Overall this is a good product.<br /><br />Lay's, seeing an opportunity, took a chance in (I'm guessing the year) 2008. Once again, the American consumers loved this flavor alternative. In my honest opinion, I feel the Lay's dill flavor is too strong and tangy: there is too much vinegar flavor added to it. Keep this in mind when you are reading the rest of this review.<br /><br />Which brings me to the dill flavored Triscuits...<br /><br />It's a combination of that wonderful Triscuit crunch, texture and flavor we have all grown to love combined with a perfect dill flavor. It is very yummy.<br /><br />The caloric value yields 120 calories per serving and only 4 grams of fat.. but this is with a serving size of 6 crackers. You might be tempted to eat half of the box in one sitting as I almost have.. but be warned as a full box is 1080 calories and 36 grams of fat. yikes!<br /><br />Highly recommended",addicted triscuit rosemary olive oil long time tried dill sea salt olive oil tricsuitsi admit uneasy first tried dill flavored product year ago first dill product tried produced canadian company recommended friend met online living alberta canada believe name brand old dutch dill pickle chip though im certain excellent led crave dill flavored productsthe next product produced spitz dill flavored sunflower seed marketed dutch family moved ontario canada im sure anyone reading ever cheek full sunflower seed one side mouth shell add dill flavor however doesnt vinegar flavor like pickle overall good productlays seeing opportunity took chance im guessing year american consumer loved flavor alternative honest opinion feel lay dill flavor strong tangy much vinegar flavor added keep mind reading rest reviewwhich brings dill flavored triscuitsits combination wonderful triscuit crunch texture flavor grown love combined perfect dill flavor yummythe caloric value yield calorie per serving gram fat serving size cracker might tempted eat half box one sitting almost warned full box calorie gram fat yikeshighly recommended
5,Positive,easy,"This is so much easier coming to the house that shopping at store for it. When you place an order, it comes in about 3 days .",much easier coming house shopping store place order come day
5,Positive,Cats LOVE this food,"My cats absolutely love this food. I was buying the smaller cans locally, but found I save money buying bigger cans (which I couldn't find locally). Shipping speed has varied - my last order arrived within just 3 days of when I placed the order. The one before that took substantially longer as I recall.",cat absolutely love food buying smaller can locally found save money buying bigger can couldnt find locally shipping speed varied last order arrived within day placed order one took substantially longer recall
4,Positive,Love it!!,I got this product sooner than expected... I tried Coconut Oil before but I wanted to try a different more organic version and this is wonderful. It is lighter than the one I previously used. All in all.... I love this product!!,got product sooner expected tried coconut oil wanted try different organic version wonderful lighter one previously used love product
5,Positive,White Chocolate and Hazel Nut Candy,Ritter Sport has prepared a great combination for white chocolate lovers like myself who also like the texture of crunchy nuts in their white chocolate.  The white chocolate is top notch and the Hazel nuts are always fresh.,ritter sport prepared great combination white chocolate lover like also like texture crunchy nut white chocolate white chocolate top notch hazel nut always fresh
5,Positive,AMAZING!!,I am in love with these crackers that should really be called cookies. They remind me of my favorite PB Crunch Cereal. I actually think I may try them with milk.  You will love them.  I can't wait to order more.  Just wish the bags were bigger.  I will be ordering multiple bags today.,love cracker really called cooky remind favorite pb crunch cereal actually think may try milk love cant wait order wish bag bigger ordering multiple bag today
5,Positive,INCREDIBLE!,"I received my beans in a day because I live in Boston and the company is located in Charlestown. I've ordered from Olive Nation (JR Mushrooms and Specialties) several times and have yet to be disappointed. This time was no different. The beans were so plump, juicy and beautifully fragrant. I couldn't be happier with them or more excited to use them. Look forward to doing business with them again. Oh, and the price! You're not going to find better. With the 20 percent off coupon code, they're 12 dollars on their website and you still get free shipping! I'll buy more beans today with the code. Only down side is that I used to be able to find Tahitian Vanilla through them as well, but there seems to be some kind of a shortage or problem with getting them from, not just olive nation, but a lot of places now. Not their fault at all. I was just saddened about not being able to find the quality beans I've been spoiled with by Olive Nation in both Madagascar and Tahitian varieties.",received bean day live boston company located charlestown ive ordered olive nation jr mushroom specialty several time yet disappointed time different bean plump juicy beautifully fragrant couldnt happier excited use look forward business oh price youre going find better percent coupon code theyre dollar website still get free shipping ill buy bean today code side used able find tahitian vanilla well seems kind shortage problem getting olive nation lot place fault saddened able find quality bean ive spoiled olive nation madagascar tahitian variety
3,Neutral,Switch Black Cherry - 8.3 Ounce Can,"I probably prefer the orange / tangerine flavor a bit over this one. However, since the can itself is so easily carried, I just might want to take one can of both when I'm on the go. Again, the product is sugar-free, 100% juice and carbonated. Both flavors are distinctive - I have to say.",probably prefer orange tangerine flavor bit one however since easily carried might want take one im go product sugarfree juice carbonated flavor distinctive say
5,Positive,Old Dog has new treat,My dog is 10 years old and a breed known for strong teeth but in the past couple of years he has not been able to enjoy many of them.  These are wonderful for him.  He does not have digestion problems or any issue chewing them.  Nor does he have the digestion issue that tend to smell up the room so a big plus.  I buy them in bulk now because I can not keep enough around.  And they do not stain the carpet or bedding.,dog year old breed known strong teeth past couple year able enjoy many wonderful digestion problem issue chewing digestion issue tend smell room big plus buy bulk keep enough around stain carpet bedding
